id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6241541,Nature and Comfort in the heart of Cape Town,32400446,Laurene,,Ward 115,-33.9119,18.41141,Entire home/apt,1868,3,68,2020-01-06,1.11,4,0
6244320,Furnished Two Bedroom in Sea Point,32418855,Kim,,Ward 115,-33.90971,18.39853,Entire home/apt,1092,1,0,,,1,0
6252391,"Sunlit one bedroom flat, Cape Town",27844924,Darryl,,Ward 77,-33.94263,18.42195,Entire home/apt,1004,3,4,2017-03-01,0.07,1,329
6253726,"The Captain's Lodge, Simonstown",16670305,John,,Ward 61,-34.20055,18.44576,Entire home/apt,2508,2,1,2016-01-03,0.02,1,364
6257661,"Beach Road Sea Point, promenade",32509836,Helene,,Ward 54,-33.91109,18.38996,Entire home/apt,2003,1,5,2020-01-25,0.09,2,354
6259610,Bali Dreams Villa,26856958,Christy,,Ward 54,-33.96231,18.37732,Entire home/apt,5497,4,14,2019-11-11,0.32,2,0
6260315,Upper Constantia. Gorgeous Country House. CapeTown,947877,Camilla,,Ward 62,-34.02041,18.42208,Entire home/apt,1498,2,41,2020-03-28,0.74,6,308
6264150,Make yourself at home.....,25618891,Steve,,Ward 54,-33.92449,18.38915,Entire home/apt,4798,3,21,2020-02-23,0.39,1,207
6266225,Expansive Mountain Views in the City,32564156,Paul,,Ward 77,-33.92502,18.40476,Entire home/apt,7207,7,1,2016-03-10,0.02,1,0
6266475,Southey Cottage   selfcatering/B'nB,30893132,Rose,,Ward 59,-33.98521,18.45477,Private room,1101,2,0,,,1,365
6266874,Comfortable furnished family home + cottage for 2.,32567402,Laki,,Ward 53,-33.9333,18.49783,Entire home/apt,1004,60,0,,,2,0
6273479,Beautiful Double Room at Six on Scott Guesthouse,32566126,Anne,,Ward 77,-33.93434,18.41778,Private room,785,1,3,2018-04-19,0.05,2,153
6280163,Glen Beach Villa Two with Ocean Views above Glen Beach,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,3001,1,62,2020-03-16,1.03,14,323
6281554,"2 Bedroom Apartment, Great Location",32653469,Jason,,Ward 115,-33.90939,18.41176,Entire home/apt,3330,3,6,2020-01-01,0.11,2,365
6282551,Bedroom in the heart of Cape Town with parking,2907982,Brent,,Ward 115,-33.93385,18.41134,Private room,405,21,17,2019-11-05,0.28,1,144
6282696,Stunning Views from Verdant Garden of Constantia Valley Home,32656686,Jean,,Ward 71,-34.03412,18.43189,Entire home/apt,2796,3,20,2020-01-18,0.37,1,316
6283259,Mountain View Spacious Villa,32662093,Marikje,,Ward 74,-34.02015,18.34982,Entire home/apt,3501,3,13,2019-01-05,0.24,1,348
6285412,Modern Chic Apartment,32673671,Brendon,,Ward 115,-33.9027,18.39981,Entire home/apt,1797,5,0,,,1,363
6293699,Fabulous Family Home,26097250,Natalie,,Ward 59,-33.99599,18.46978,Entire home/apt,3876,5,2,2017-01-06,0.04,2,0
6295792,2 Bedroomed family home,32737505,Keith,,Ward 59,-33.99587,18.46126,Entire home/apt,1004,4,0,,,1,0
6297614,Lexcity Holiday Home - Compact,32393396,Abiodun,,Ward 5,-33.85887,18.54658,Private room,505,1,8,2020-02-08,0.29,3,362
6306813,Modern Contemporary Forest Villa,12346620,Stuart,,Ward 62,-33.97934,18.4396,Entire home/apt,10451,8,9,2019-01-11,0.15,8,364
6308809,Double Bed Room in Helderberg area,11923897,Chris,,Ward 86,-34.12898,18.83906,Private room,617,1,0,,,1,0
6309946,80 Waterkant,32824277,Lloyd,,Ward 115,-33.91493,18.4181,Entire home/apt,1208,7,1,2016-01-17,0.02,18,80
6310171,"Central, Victorian-style home",28083120,Maxime/Andrew/Jonathan/Fred,,Ward 77,-33.93795,18.4164,Entire home/apt,1003,2,0,,,1,0
6310512,Cape Lights,32824277,Lloyd,,Ward 115,-33.91411,18.41644,Entire home/apt,1498,3,3,2020-01-15,0.15,18,128
6311413,Bayview on Loader,32824277,Lloyd,,Ward 115,-33.9148,18.41585,Entire home/apt,1198,3,3,2020-02-19,0.07,18,333
6311946,86 Waterkant,32824277,Lloyd,,Ward 115,-33.91543,18.4164,Entire home/apt,1198,3,9,2020-03-06,0.15,18,364
6312071,"Period charm, central but quiet",8255302,Andrew,,Ward 77,-33.93827,18.416,Entire home/apt,3401,2,17,2020-01-02,0.29,1,0
6312645,Alexander Beach House,32824277,Lloyd,,Ward 54,-33.94754,18.37969,Entire home/apt,1501,3,23,2019-12-18,0.41,18,208
6313067,Sunset Beach Village Holidays,25152061,Molly,,Ward 4,-33.84993,18.48982,Private room,1393,2,0,,,4,365
6313771,1 Oceana—Capacious Apartment With Garden Access,32845786,Bianca,,Ward 54,-33.95918,18.38063,Entire home/apt,3506,3,124,2020-03-26,2.33,1,364
6320435,Best view in Cape Town,32889138,Dr.Rainer,,Ward 54,-33.95526,18.38579,Entire home/apt,1344,2,67,2020-02-17,1.20,2,365
6324689,"Spacious, open-plan home, perfect for relaxing",4848803,Lynda,,Ward 115,-33.90926,18.40843,Entire home/apt,2007,3,34,2018-03-28,0.62,1,67
6329371,Central City home with great views,32945494,Ingrid,,Ward 115,-33.91219,18.40752,Entire home/apt,2495,90,4,2018-02-07,0.07,1,330
6329815,2 Bedroom Atlantic Apartment,32947564,Aaron,,Ward 54,-33.91441,18.39279,Entire home/apt,458,1,0,,,1,0
6331759,gorgeous garden suite,32959567,Birgit,,Ward 57,-33.93329,18.45172,Private room,384,3,132,2020-03-21,2.20,1,365
6338545,Aqua Villa Penthouse Camps Bay,23646207,Sue And Calvin,,Ward 54,-33.9617,18.38502,Entire home/apt,5496,4,26,2020-02-13,0.47,3,170
6339634,Beautiful 3 bedroom Victorian house,33013637,Ute,,Ward 77,-33.93739,18.41503,Entire home/apt,2007,2,12,2020-01-01,0.20,1,170
6340661,odunlaye_fils on spencer road,32116943,Arouna,,Ward 56,-33.92167,18.48884,Private room,522,1,0,,,1,365
6343767,Spacious Central Apartment in Town,9608107,Jana,,Ward 77,-33.93996,18.4228,Entire home/apt,705,1,0,,,1,0
6351084,The Pink Lady of the Bo Kaap,10838424,Axel,,Ward 77,-33.92133,18.41502,Entire home/apt,2203,3,56,2020-03-08,1.01,2,267
6351142,Creative family home in Fresnaye,32400267,Niki,,Ward 54,-33.92466,18.38791,Entire home/apt,8493,1,0,,,1,0
6353140,Charming 1 bdrm flat in Cape Town,29227894,Ilze,,Ward 77,-33.93725,18.4148,Entire home/apt,558,3,1,2015-09-07,0.02,1,365
6354643,Sea Spray Cottage at the sea,22750089,Clairanne,,Ward 54,-33.96213,18.37303,Entire home/apt,22994,14,0,,,20,21
6355305,Llandudno Beach Walk Villa . One  min to beach.,11057102,Rob,,Ward 74,-34.00911,18.34378,Entire home/apt,7506,3,6,2020-02-14,0.11,14,186
6359206,"Central, Homely Garden Apartment with City Views!",3467857,Yolandi,,Ward 77,-33.94117,18.4239,Entire home/apt,935,2,14,2019-01-01,0.26,1,0
6359630,Luxury mountain lodge home,33127182,Dominic,,Ward 74,-34.01204,18.3694,Private room,2247,1,0,,,1,365
6366980,Maroela Guest House - Garden/ Pool suite 2,26145264,Mary Pat,,Ward 70,-33.88538,18.60321,Private room,898,1,1,2016-02-10,0.02,5,0
6368582,Security Estate French Style Villa,33185979,Christine,,Ward 74,-34.01568,18.36462,Entire home/apt,5092,10,0,,,1,0
6368733,Maroela Guest House - Garden / Pool Suite 3,26145264,Mary Pat,,Ward 70,-33.88366,18.60174,Private room,993,1,0,,,5,365
6368809,Maroela Guest House - Garden Courtyard Suite 1,26145264,Mary Pat,,Ward 70,-33.88417,18.60191,Private room,958,1,1,2016-02-17,0.02,5,353
6368899,Maroela Guest House - Garden Courtyard  Suite 2,26145264,Mary Pat,,Ward 70,-33.88501,18.60388,Private room,1062,1,2,2016-03-30,0.04,5,364
6371232,Luxury apartment in Cape Winelands,27525584,Stefan,,Ward 15,-34.08609,18.82455,Entire home/apt,1198,10,0,,,1,0
6373495,3 Bedroom Victorian in Gardens,19971047,Brendan,,Ward 77,-33.9332,18.4207,Entire home/apt,1208,5,9,2017-08-29,0.15,1,0
6379215,Private Loft Apartment with Pool and Views of Valley,33253422,Charlotte,,Ward 62,-33.99755,18.43465,Private room,1271,2,43,2020-03-24,0.78,4,184
6380146,Birds Nest - Designers Studio,33258471,Andreas,,Ward 77,-33.93918,18.39957,Entire home/apt,5758,1,23,2020-02-26,0.38,1,365
6380309,Modern 2 Bed Sea Point Apartment,32753122,Bianca,,Ward 54,-33.91725,18.38743,Entire home/apt,2009,5,1,2016-01-03,0.02,1,0
6380852,Table Mountain Garden Apartment,14361932,Lisa,,Ward 77,-33.94317,18.40701,Entire home/apt,705,3,34,2020-03-12,0.71,1,0
6381519,Zoleka - Place of Peace,33264745,Mark,,Ward 56,-33.90872,18.50164,Entire home/apt,522,1,14,2019-04-22,0.25,1,365
6383454,"Camps Bay Acc, Cape Town, Pool,Garden,Kitchen,Wifi",5645795,Karin,,Ward 54,-33.94835,18.38666,Entire home/apt,1204,2,119,2020-03-19,2.14,1,310
6383825,Cape Town : Penthouse with Table Mountain views,14743828,Lynda,,Ward 115,-33.92889,18.41455,Entire home/apt,899,28,13,2020-02-08,0.25,1,307
6394249,Studio 52,33340072,Ann,,Ward 77,-33.93968,18.41041,Entire home/apt,748,2,11,2020-02-16,0.18,1,363
6395347,Elegant Villa with Coastal Views Nestled below Lions Head,29225763,Ross,,Ward 54,-33.94718,18.37984,Entire home/apt,4380,1,174,2020-03-20,3.00,1,211
6396536,Martello House,33352599,Alessandro,,Ward 62,-33.99865,18.46065,Entire home/apt,5008,14,3,2020-01-14,0.07,2,358
6397693,Private flatlet adjoining our home,33358608,Dariol,,Ward 64,-34.0929,18.46574,Entire home/apt,705,1,6,2016-04-01,0.11,1,0
6399671,2 Bedroom on Promenade Sea Point,3886732,Koos,,Ward 54,-33.9101,18.39312,Entire home/apt,1741,2,6,2020-02-22,0.11,74,333
6405224,Surfer pad near Camps Bay beach 1,25799859,Emilian,,Ward 54,-33.9566,18.37935,Private room,687,1,49,2019-04-15,0.85,4,83
6406207,Camps Bay Villa 100m From Beach (Private Rooms),32318624,Lisa,,Ward 54,-33.95062,18.37914,Private room,1242,2,55,2020-02-27,0.98,2,242
6410858,"Panoramic views in Tamboerskloof, Cape Town.",33435986,Alberto & Lee,,Ward 77,-33.92771,18.40022,Private room,546,3,0,,,2,0
6414891,Avocet Cape Town Villa - Rooms- B&B - self cater,79694,Harriet,,Ward 113,-33.833,18.49514,Private room,612,1,0,,,8,0
6417178,"Perfect location, north facing, patio and parking",32648572,Melize,,Ward 77,-33.93821,18.40399,Entire home/apt,1082,2,27,2020-01-17,0.46,4,179
6417376,"CHIC DUPLEX PERFECTLY LOCATED, PATIO AND PARKING",32648572,Melize,,Ward 77,-33.93129,18.40339,Entire home/apt,907,2,33,2019-11-24,0.56,4,179
6419888,"Bree St, One bedroom apartment. Heart of the city",2412398,Leeorah,,Ward 115,-33.92187,18.41718,Entire home/apt,951,3,77,2020-02-04,1.34,2,90
6424471,Stunning Loft Apartment in the heart of Woodstock,33521131,Jessica,,Ward 115,-33.92693,18.44581,Entire home/apt,1047,2,17,2019-10-09,0.32,1,364
6426678,Constantia Garden Suites,31959472,Steve,,Ward 62,-34.02037,18.43007,Private room,1846,2,1,2015-10-24,0.02,1,256
6429188,Beautiful Lakeshore Home,32181191,Joshua,,Ward 64,-34.08734,18.46074,Entire home/apt,1128,3,4,2019-01-03,0.09,1,0
6433599,Baronial open plan suite,21368463,Ursula,,Ward 64,-34.10668,18.46699,Private room,1204,5,0,,,7,364
6433850,Milner Cottage,32733709,Christopher,,Ward 58,-33.97546,18.48615,Entire home/apt,853,2,0,,,1,331
6440199,Table Mountain View Apartment | Walk to Kloof Str,10628934,Chregan,,Ward 77,-33.93607,18.40901,Entire home/apt,687,2,71,2019-09-14,1.33,1,0
6442326,"Stay in a Spacious, Hilltop Home with Beach Views",33634876,Jeanine,,Ward 74,-34.00708,18.3436,Entire home/apt,6008,5,13,2020-01-12,0.24,1,143
6442712,Sunset Beach (Entire Apartment 300m from Beach),33628639,Ruan,,Ward 4,-33.84946,18.49094,Entire home/apt,453,2,17,2020-02-26,0.41,1,179
6446655,406HH - Lux 2 bedr/ 2 bathroom apt,3886732,Koos,,Ward 115,-33.91431,18.41771,Entire home/apt,951,2,26,2020-03-14,0.45,74,364
6446825,Rare Earth,33620690,Neeran,,Ward 74,-34.01739,18.38122,Private room,2299,3,6,2017-01-16,0.11,1,330
6450818,Garden Studio Sea Point,17437605,Sunshine Letting,,Ward 54,-33.92066,18.38471,Hotel room,1092,2,3,2019-03-08,0.19,7,365
6453553,St Moritz Guest House Suite 2,33701941,Tamara,,Ward 77,-33.93506,18.40699,Private room,1357,1,1,2017-03-04,0.03,2,365
6453786,St. Moritz Guest House Suite 1,33701941,Tamara,,Ward 77,-33.93538,18.40739,Private room,1198,1,1,2017-10-08,0.03,2,365
6454400,"Easy living, compact seaside apartment, Sea point.",29665273,Deirdre,,Ward 54,-33.92138,18.38019,Entire home/apt,1208,3,15,2020-02-15,0.28,2,270
6454968,Family home with pool,29378093,Ronel,,Ward 58,-33.98556,18.47261,Entire home/apt,4405,7,0,,,1,0
6455075,A tranquil getaway close to city,11745465,Liza,,Ward 74,-34.01465,18.37369,Entire home/apt,3506,14,0,,,1,0
6468296,"Studio, 102 Miller Street",22718478,Dorette,,Ward 100,-34.16285,18.86609,Entire home/apt,749,3,0,,,3,365
6469307,"Convenient, secure comfort in Obz",33796956,Charlie,,Ward 57,-33.93649,18.4666,Entire home/apt,652,4,21,2017-09-30,0.36,1,0
6470856,"Relax, Explore the City in a Designer City Living Apartment in Heart of Cape Town City",33804502,Liz & Manel,,Ward 115,-33.92777,18.41423,Entire home/apt,1780,2,131,2020-03-09,2.24,1,314
6472937,Barefoot luxury on Clifton Beach,24647170,Philip,,Ward 54,-33.93592,18.37814,Entire home/apt,6002,3,92,2020-03-04,1.56,1,111
6487963,Trendy apartment in upper Sea Point,33639808,Steffi,,Ward 54,-33.91357,18.39389,Entire home/apt,5503,10,1,2019-12-04,0.17,7,365
6496024,"Studio, 102 Miller Street",22718478,Dorette,,Ward 100,-34.16245,18.86616,Private room,714,3,0,,,3,365
6496912,"Quaint, independent flat near beach",33960259,Noleen,,Ward 64,-34.10931,18.46787,Entire home/apt,581,1,11,2016-09-19,0.20,1,0
6499027,"Two Berry House, Llandudno",33970752,Jane,,Ward 74,-34.00866,18.34356,Entire home/apt,4493,4,6,2019-11-15,0.11,1,354
6505280,Awesome room at foot of Mountain!,34004920,Scheldon,,Ward 77,-33.93665,18.40808,Private room,317,14,0,,,1,0
6509387,Breathtaking ocean views,8105563,Marlene,,Ward 54,-33.92006,18.39235,Entire home/apt,2502,1,0,,,1,0
6510429,The Patch,10582529,Pat,,Ward 54,-33.9594,18.3767,Entire home/apt,899,3,43,2020-02-29,0.78,1,224
6520850,Spacious Room in Green Point,10276221,Imma,,Ward 115,-33.90953,18.40411,Private room,282,1,0,,,1,0
6521201,"Italian Villa Apartment, Sea Point",34104584,Kim,,Ward 54,-33.92195,18.38253,Private room,995,2,59,2020-03-07,0.97,2,269
6521639,"No 10 Seafacing Villa, Gordons Bay",34104584,Kim,,Ward 100,-34.17102,18.8485,Entire home/apt,3849,4,17,2020-03-21,0.32,2,291
6523669,2 Bedroom City Apartment,16864616,Rees,,Ward 115,-33.92933,18.42086,Entire home/apt,1286,2,269,2020-03-13,4.57,2,342
6528903,Sea View Penthouse Suite,1581872,Raus,,Ward 54,-33.96005,18.38205,Entire home/apt,3454,4,64,2020-01-05,1.07,5,0
6533131,Avocet Cape Town Villa  - Rooms - B&B  -Self Cater,79694,Harriet,,Ward 113,-33.83305,18.49519,Private room,540,1,0,,,8,365
6533453,Central Cape Town City Apartment,17803308,Jessica,,Ward 115,-33.92649,18.42011,Entire home/apt,867,2,151,2019-03-17,2.50,4,0
6533481,Stylish City  Slicker Pad,34170435,Caroline,,Ward 77,-33.93424,18.42002,Entire home/apt,2009,7,0,,,3,53
6534954,"Farmhouse feel,  Constantia",34177746,Annalise,,Ward 62,-34.02938,18.43348,Private room,1004,2,1,2016-12-29,0.02,1,0
6539690,Super en-suite with a dream view!,34037136,Michael Jon,,Ward 57,-33.93661,18.44253,Private room,332,1,23,2020-04-08,0.43,4,365
6540086,Camps Bay Nest Studio on the Beachfront Promenade,34203848,Johnny & Sarah,,Ward 54,-33.95441,18.37661,Entire home/apt,1902,2,81,2020-03-09,1.47,1,362
6548281,Central Apartment Close to the Sea,20698551,Ralf,,Ward 115,-33.908,18.40199,Entire home/apt,901,2,12,2020-01-06,0.22,2,359
6554631,Central luxury Cape Town apartment,5046995,Wynand,,Ward 115,-33.91012,18.41162,Entire home/apt,652,2,130,2020-03-18,2.81,2,269
6558876,Comfy room with a stunning view of the city,34037136,Michael Jon,,Ward 57,-33.9367,18.44377,Private room,297,2,13,2019-10-25,0.22,4,365
6558902,Spacious en-suite in lovely home,34037136,Michael Jon,,Ward 57,-33.93715,18.44286,Private room,349,1,13,2020-03-02,0.21,4,365
6564506,Heart of Cape Town,23144876,Taso,,Ward 54,-33.92133,18.38527,Entire home/apt,987,2,4,2020-02-17,0.08,1,298
6566940,Carradale 403,34346974,Carmen,,Ward 115,-33.9094,18.42217,Entire home/apt,2854,1,0,,,2,0
6571899,Sweet and cosy Victorian house,26910462,Eric & Gina,,Ward 77,-33.93213,18.4059,Private room,828,2,32,2017-01-04,0.57,1,0
6580681,Ap. 11 One bedroom with AC,17437605,Sunshine Letting,,Ward 54,-33.9215,18.38386,Hotel room,899,2,4,2020-01-11,0.08,7,246
6584649,404TP - Lux 1 bedr apartment in CBD,21213778,Koos,,Ward 115,-33.92411,18.42224,Entire home/apt,758,1,0,,,1,0
6593537,Self-catering accommodation,34495696,Adie,,Ward 64,-34.13445,18.41484,Entire home/apt,993,2,27,2018-10-01,0.49,1,364
6596699,Brenwin Guesthouse - Select Room,15162907,Kelly,,Ward 115,-33.90978,18.41013,Private room,1588,1,0,,,2,365
6597563,Entire Modern Duplex on slopes of Table Mountain,26745457,Vanessa Hawtrey,,Ward 77,-33.9367,18.41862,Entire home/apt,546,14,12,2017-03-21,0.22,3,62
6604993,602 Infinity Luxury Apartment,34560275,Yvette,,Ward 23,-33.80934,18.4695,Entire home/apt,1029,2,46,2020-02-08,0.85,4,350
6605389,Private room in safe neighbourhood,34562306,Melany,,Ward 71,-34.06426,18.43252,Private room,348,1,0,,,1,365
6609193,Colourful ocean-view apartment,34582689,Tracy,,Ward 64,-34.1057,18.46996,Entire home/apt,493,5,0,,,1,0
6609518,A house with a view,34177719,Jan,,Ward 115,-33.91073,18.40514,Entire home/apt,10008,10,0,,,1,0
6609762,Panoramic Views from a Luxury Oasis,31722828,Andrew,,Ward 115,-33.91287,18.41499,Entire home/apt,1003,3,163,2020-04-30,2.72,13,89
6614195,Ocean view 4 bedroom villa w/ pool,33029954,Steve,,Ward 74,-34.04124,18.36232,Entire home/apt,2408,3,12,2020-02-20,0.21,1,350
6614873,Perfect Cape Town Holiday Home,27148228,Adam,,Ward 54,-33.92544,18.37825,Entire home/apt,1762,30,1,2017-01-02,0.02,1,194
6615705,Contemporary Sea Views House near Clifton Beach,9004720,Grant,,Ward 54,-33.96643,18.38032,Entire home/apt,9998,4,11,2017-02-19,0.21,1,355
6617133,Bellevue Cottage,34632061,Michelle,,Ward 62,-34.00852,18.42117,Entire home/apt,1497,1,1,2016-03-25,0.02,1,0
6617432,"Twin Palms, panoramic ocean & mountain views",33513608,Zanet,,Ward 69,-34.10521,18.39212,Entire home/apt,2796,5,9,2020-02-16,0.32,1,0
6618613,Modern 2-bedroom Home with double Garage,24329556,Nic,,Ward 77,-33.93949,18.41054,Entire home/apt,2802,4,0,,,1,0
6619362,"Awesome, Modern, Spacious!",34644278,Colin & Helen,,Ward 71,-34.04512,18.43672,Entire home/apt,7402,7,8,2020-01-10,0.15,1,19
6620088,comfortable home in wineland estate,26467682,Fabienne,,Ward 15,-34.06091,18.80959,Entire home/apt,2502,1,0,,,1,0
6624424,"Spectacular Indoor-Outdoor Living, Ten Mins from Waterfront",34633979,Gautami,,Ward 115,-33.91039,18.40523,Entire home/apt,6997,2,9,2019-06-08,0.15,2,308
6627203,Renovated sea view appartment on first floor,4210717,Nathan,,Ward 115,-33.90026,18.4066,Entire home/apt,1431,3,6,2019-02-10,0.14,1,88
6631583,Spacious Fully Furnished Apartment,34711493,Nicky,,Ward 74,-34.0549,18.34487,Entire home/apt,458,1,0,,,1,0
6639604,Haven nestled under Table Mountain,24686713,Sean,,Ward 77,-33.94064,18.39654,Entire home/apt,3996,3,6,2020-03-22,0.89,1,249
6650584,HERON CHASE THE OWL BARN  NOORDHOEK CAPE TOWN,34811136,Paul / Tanya,,Ward 69,-34.11337,18.38343,Entire home/apt,906,1,31,2020-03-15,0.54,7,306
6651837,Separate entrance studio apartment,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,1050,1,20,2019-12-15,0.76,9,218
6652741,Captivated in Cape Town,33734765,Rebecca,,Ward 115,-33.93193,18.4079,Private room,335,1,0,,,1,0
6657669,Small studio,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,766,1,35,2019-09-24,1.33,9,210
6657951,Large studio with full bathroom,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,1237,1,2,2019-12-11,0.12,9,206
6664730,"3 bedroom house, lovely views, close to cbd",34887102,Ingrid,,Ward 57,-33.93313,18.44225,Entire home/apt,652,2,46,2018-07-06,0.79,1,0
6679862,Apartment in CPT City Bowl,31595129,Robert,,Ward 77,-33.93432,18.4075,Entire home/apt,646,1,0,,,1,0
6681215,Nautica 501,3961453,Jolene,,Ward 107,-33.82459,18.47996,Entire home/apt,1903,2,2,2018-03-08,0.04,56,0
6681547,In a Hotel at the Waterfront,34973711,Heidi,,Ward 115,-33.91418,18.4253,Private room,581,2,0,,,1,0
6682019,Alexander Beach House - Studio,32824277,Lloyd,,Ward 54,-33.94903,18.37987,Entire home/apt,1003,5,25,2020-03-21,0.46,18,364
6684606,"exquisite sea view, luscious garden",34988004,Gayle,,Ward 54,-33.92919,18.38379,Entire home/apt,10008,14,0,,,1,0
6685664,Angelica,29777195,Mark,,Ward 74,-34.01107,18.37659,Entire home/apt,2792,3,1,2016-01-30,0.02,5,364
6691212,Camps Bay Beach Studio Apartment,11324137,Cara,,Ward 54,-33.95529,18.37791,Entire home/apt,506,3,80,2020-03-03,1.44,2,320
6694291,"Sapphire Way, Noordhoek, Cape Town.",35043347,Tammy,,Ward 69,-34.10342,18.39412,Entire home/apt,2948,5,2,2017-01-07,0.04,1,0
6695231,La Savina P2,3961453,Jolene,,Ward 55,-33.89396,18.50622,Entire home/apt,958,3,2,2019-03-21,0.04,56,365
6695329,Leisure Bay 207,3961453,Jolene,,Ward 55,-33.89284,18.48512,Entire home/apt,749,3,2,2017-03-07,0.04,56,365
6697264,Infinite Views - In the clouds!,35057473,Debby,,Ward 74,-34.03569,18.34536,Entire home/apt,5004,25,0,,,1,0
6699057,Above The Sea - Fish Hoek,34724831,Peter,,Ward 64,-34.14346,18.43006,Entire home/apt,1326,1,24,2020-01-16,0.43,1,188
6708298,Live on top of Hout Bay!,35118724,Patricia,,Ward 74,-34.02055,18.34951,Entire home/apt,652,2,5,2016-03-22,0.09,1,0
6708354,Wild Peach Mountain Home,35118852,Rolfe,,Ward 74,-34.00952,18.37686,Entire home/apt,2296,3,0,,,1,0
6711928,Cozy Garden Studio,35138043,Elmari,,Ward 59,-33.99555,18.46967,Entire home/apt,401,1,362,2020-03-30,6.00,2,244
6734824,Cozy studio in City Center,34986489,Raihana,,Ward 115,-33.91989,18.4257,Entire home/apt,652,3,28,2017-10-11,0.47,1,68
6735346,Cape Royale Hotel Private Apartment,35273745,Ross,,Ward 115,-33.90841,18.41131,Entire home/apt,1004,2,137,2020-03-19,2.52,3,353
6736393,Beautiful apt. in security complex,7627101,Thimo,,Ward 55,-33.89217,18.50486,Entire home/apt,652,28,3,2017-12-27,0.08,1,0
6742325,Spacious Central Townhouse/ hi speed wifi/ lockngo,26342311,Nathan,,Ward 77,-33.93547,18.42319,Entire home/apt,1004,2,8,2018-04-07,0.16,4,113
6743446,"LAKE HOUSE,BIRD SANCTUARY,CAPE TOWN",35309411,Dishen,,Ward 67,-34.0492,18.51678,Entire home/apt,6008,2,0,,,1,365
6752180,Stunning studio with amazing views in a safe area,25628630,Petra,,Ward 54,-33.92937,18.37867,Entire home/apt,1099,2,162,2020-05-22,3.03,5,364
6752848,Newlands Cape Dutch House with Panoramic Views,31808524,Linda,,Ward 62,-33.97769,18.44318,Entire home/apt,2500,3,28,2019-01-03,0.50,1,182
6755142,PANACEA Relax to spectacular views with Jacuzzi,22219490,Alma Horn,,Ward 54,-33.95542,18.38029,Entire home/apt,6201,2,21,2020-01-25,0.43,6,0
6755730,Private room with beautiful views over the city.,35370555,Sean,,Ward 77,-33.93407,18.43118,Private room,506,2,1,2020-03-11,0.38,2,365
6757786,Bright & Spacious Luxury Apartment,35379992,Morris,,Ward 64,-34.10597,18.47399,Entire home/apt,2495,3,2,2016-03-02,0.04,1,364
6771919,Glen Beach Penthouse A with Exceptional Ocean Views,4214801,Mary-Louise,,Ward 54,-33.94691,18.37741,Entire home/apt,2495,1,67,2020-05-11,1.15,14,125
6786760,Mountain views in the heart of the city,1549236,Kelly-Mareé,,Ward 115,-33.92667,18.41431,Entire home/apt,1092,1,32,2019-12-01,0.72,1,353
6794254,"Jasmine,a wonderful sanctuary for 2",29777195,Mark,,Ward 74,-34.01091,18.37514,Entire home/apt,2198,3,1,2019-11-14,0.15,5,364
6800937,Pentrich on the bay,35603805,Blanche,,Ward 64,-34.1208,18.45417,Entire home/apt,993,2,6,2019-01-25,0.14,1,364
6801874,Your house away from home,10690016,Danna,,Ward 115,-33.91075,18.40485,Private room,349,1,115,2020-03-26,1.93,3,313
6802794,Modern Studio B Apartments,35604443,Himmy,,Ward 57,-33.93128,18.46887,Entire home/apt,322,1,54,2020-03-20,1.78,4,356
6803665,"Cute, comfy and characterful family home",35616026,Helen,,Ward 23,-33.80582,18.47418,Entire home/apt,1357,3,0,,,2,0
6804755,Beautiful home metres from beach!,34751415,Kate,,Ward 54,-33.92396,18.38057,Entire home/apt,6502,14,0,,,1,89
6810828,"Spacious, private garden cottage",34602880,Pieter,,Ward 84,-34.07575,18.87941,Entire home/apt,697,1,1,2016-11-07,0.02,1,365
6814718,Gorgeous sea views - on Beach road.,35679146,Brigid,,Ward 115,-33.90137,18.39922,Entire home/apt,1498,3,5,2020-02-09,0.63,2,0
6828636,1 Armia Loft,35770778,Christine,,Ward 54,-33.91834,18.39391,Entire home/apt,799,7,6,2019-03-17,0.12,2,276
6838538,"ERICA  3 BEDROOM,AMAZING VIEWS OF THE HARBOUR",2346675,Ayesha,,Ward 57,-33.93701,18.44632,Entire home/apt,2984,3,1,2019-03-02,0.07,8,198
6840853,Super central city pad (sleeps 4),34916092,Xanthe,,Ward 115,-33.92022,18.42223,Entire home/apt,493,2,100,2019-03-13,1.69,1,0
6842765,MANDELAS GOLD 2 BEDRM  AMAZING SEA&MOUNTAIN VIEWS,2346675,Ayesha,,Ward 57,-33.93701,18.44632,Entire home/apt,2582,3,0,,,8,199
6846863,4 bedroom home with beautiful views,35877394,Kevin,,Ward 77,-33.91308,18.41302,Entire home/apt,10008,10,0,,,1,83
6849138,"Central location, amazing views",4436145,Jaco,,Ward 115,-33.93321,18.41695,Private room,247,1,1,2015-07-04,0.02,1,0
